Majority protein IDs,Lead protein ID,Protein names,Gene names,Class,nRatio H/L AP4B1_1_03K,nRatio H/L AP4B1_1_06K,nRatio H/L AP4B1_1_12K,nRatio H/L AP4B1_1_24K,nRatio H/L AP4B1_1_80K,nRatio H/L AP4B1_2_03K,nRatio H/L AP4B1_2_06K,nRatio H/L AP4B1_2_12K,nRatio H/L AP4B1_2_24K,nRatio H/L AP4B1_2_80K,nRatio H/L AP4E1_1_03K,nRatio H/L AP4E1_1_06K,nRatio H/L AP4E1_1_12K,nRatio H/L AP4E1_1_24K,nRatio H/L AP4E1_1_80K,nRatio H/L AP4E1_2_03K,nRatio H/L AP4E1_2_06K,nRatio H/L AP4E1_2_12K,nRatio H/L AP4E1_2_24K,nRatio H/L AP4E1_2_80K,nRatio H/L WT_1_03K,nRatio H/L WT_1_06K,nRatio H/L WT_1_12K,nRatio H/L WT_1_24K,nRatio H/L WT_1_80K,nRatio H/L WT_2_03K,nRatio H/L WT_2_06K,nRatio H/L WT_2_12K,nRatio H/L WT_2_24K,nRatio H/L WT_2_80K
Q9P0L2;Q9P0L2-3;Q9P0L2-2,Q9P0L2,Serine/threonine-protein kinase MARK1,MARK1,,1.806467351,1.853226033,1.045712379,0.809346721,0.81685993,1.347259593,1.916983913,0.927429656,0.692160277,0.653226494,1.259408318,2.152843432,1.072024858,0.779381822,0.71585617,1.411580933,1.710467373,0.982143093,0.839485988,0.568260365,1.410247977,1.36155316,1.04851196,0.803692351,0.724889393,1.790375634,2.180946246,1.246795542,0.770204732,0.609745324
Q7KZI7;Q7KZI7-8;Q7KZI7-11;Q7KZI7-4;Q7KZI7-9;Q7KZI7-3;Q7KZI7-6;Q7KZI7-5;Q7KZI7-12;Q7KZI7-7;Q7KZI7-2;Q7KZI7-10,Q7KZI7,Serine/threonine-protein kinase MARK2,MARK2,,1.267612303,1.525127426,1.038705372,0.884789885,0.816982637,1.12954548,1.582954685,1.044893262,0.875258714,0.825005143,1.123377376,1.560378169,1.021467288,0.871477925,0.899749439,1.160544313,1.629535613,1.061535007,0.898026877,0.837541794,1.294361759,1.650743177,0.999194055,0.895113272,0.911050983,1.123178312,1.700522511,1.045957157,0.860282397,0.812625681
P27448;P27448-3;P27448-4;P27448-6;P27448-2;P27448-7;P27448-8,P27448,MAP/microtubule affinity-regulating kinase 3,MARK3,,1.430106833,1.96210048,1.048248248,0.825238627,0.759457635,1.360880682,1.876731207,1.243454744,0.829976894,0.6567287,1.372997087,1.720527145,1.006580356,0.823938944,0.773196552,1.312268626,1.803942064,1.133887179,0.805093069,0.651735357,1.312659583,1.823154455,0.968139303,0.971172885,0.831157751,1.410528041,1.869443848,1.154595166,0.795753869,0.684113866
Q96GW9,Q96GW9,"Methionine--tRNA ligase, mitochondrial",MARS2,,0.598334015,0.772492236,10.92185519,10.97396802,10.46469109,0.515346054,0.832753421,4.773462225,7.544159357,8.565249896,0.488175226,0.819653345,5.364267219,8.894741682,9.931653308,0.588444467,0.85656264,10.29400499,9.161290323,8.904636999,0.401547541,0.785784092,7.165366557,10.92738611,10.12249077,0.477940746,0.778870518,8.6099528,7.506472071,10.58420802
Q9BSK0,Q9BSK0,MARVEL domain-containing protein 1,MARVELD1,,0.796573323,0.855711852,0.947547548,1.881368538,2.181238113,0.732848036,0.999113076,0.879486737,1.324835463,2.187523519,0.77738593,0.910800745,1.014962886,1.813679772,1.818074486,0.810512881,0.830849634,0.912419267,1.625782927,2.162356888,0.754803179,0.913502633,0.94234907,1.615333122,1.961071093,0.690421286,0.837692363,0.961920584,1.643962603,2.489567714
P31153;P31153-2,P31153,S-adenosylmethionine synthase isoform type-2,MAT2A,,0.553262016,0.706592215,0.422635969,0.325387381,0.692214246,0.433318075,0.577892396,0.292709592,0.347547554,0.660792863,0.484982844,0.611144535,0.416198861,0.405217597,0.620971022,0.491405422,0.621591758,0.468466446,0.478466198,0.794053744,0.42106522,0.496871217,0.304558394,0.290018673,0.629651297,0.517365297,0.579142509,0.354949444,0.361508982,0.751763899
P43243,P43243,Matrin-3,MATR3,,0.563105821,4.773805221,0.928982316,0.56146027,0.508939199,1.451985664,5.849332078,1.289257149,0.645345335,0.659709086,0.979965757,4.772525426,1.09296047,0.634663129,0.575384696,1.018040042,4.283559803,1.139843884,0.583950363,0.49883484,1.335382371,4.861502108,1.112987541,0.677560512,0.655624215,1.548537382,4.858635745,1.309179329,0.762607821,0.686217759
P56270-2;P56270;P56270-3;P56270-4,P56270,Myc-associated zinc finger protein,MAZ,,0.851804817,3.679749795,1.287300634,0.878467832,0.624467759,1.203233334,2.646581249,1.484780482,0.822125125,0.708900518,1.39441606,2.95186936,0.938691524,0.688940849,0.786170617,1.310490656,2.427504853,1.087422239,0.55633252,0.515360974,1.34626539,4.036932771,1.2495693,0.852594863,0.708837617,1.436046307,3.870732231,1.082980339,0.793888556,0.815659472
Q8N884;Q8N884-2,Q8N884,Cyclic GMP-AMP synthase,MB21D1,,1.836888439,3.251038217,1.102729396,0.706309657,0.593091601,2.311230699,3.626836956,1.253927153,0.675744932,0.533248371,2.260588408,2.951009884,0.935639565,0.646616838,0.541014575,1.892775728,2.954755861,1.001571725,0.570847179,0.482128584,2.52306662,2.880814505,0.906369921,0.688736215,0.613185126,2.244671013,2.885978097,0.944096645,0.57632522,0.494833258
Q68D91;Q68D91-2,Q68D91,Metallo-beta-lactamase domain-containing protein 2,MBLAC2,,0.937156059,0.887134964,1.221514848,3.037684393,3.810663231,0.83156743,0.878436831,1.110213476,1.599045085,1.364555476,0.745830463,0.73008165,1.527636803,3.218437611,4.162457857,0.757884978,0.873450799,1.47015704,3.086423383,4.16057819,0.712323525,0.956926353,1.499796665,3.357925519,4.315331456,0.716688712,0.89969222,1.28244342,2.743027686,4.107821599
Q9NR56;Q9NR56-7,Q9NR56,Muscleblind-like protein 1,MBNL1,,2.44602768,2.828965324,0.95312646,0.607883972,0.538928769,3.14368015,2.806636921,0.950860234,0.521863399,0.481327426,2.727713013,2.803036814,0.927160366,0.616706293,0.526531897,2.892375685,2.650291175,0.99916791,0.577069427,0.480822704,2.998331669,2.459996791,0.862774964,0.626558151,0.579801821,3.147643072,2.741536039,0.918571004,0.587890161,0.488277481
Q96N66;Q96N66-3;Q96N66-2,Q96N66,Lysophospholipid acyltransferase 7,MBOAT7,,1.58031813,0.732188037,0.836089423,2.185570844,7.325970918,1.363895185,0.723716348,0.638356637,1.844234918,7.003005474,1.270663511,0.665821516,0.970550665,3.28175286,10.29831167,1.394563223,0.720904883,0.852138999,2.60087629,8.246518592,1.089856667,0.657934274,0.949831787,3.105239052,10.35540605,1.167811867,0.670445924,0.947320358,2.643996518,8.411967779
P49736,P49736,DNA replication licensing factor MCM2,MCM2,,0.257287788,1.068135046,0.494521188,0.413809347,0.56166636,0.515078098,1.083684692,0.444133725,0.552777687,0.722046331,0.40945709,0.916587881,0.526400829,0.484020124,0.610922352,0.388537175,0.793564283,0.496506544,0.484488488,0.524986209,0.422679734,0.790466327,0.483256313,0.347405137,0.50271186,0.502194805,0.845164985,0.530559254,0.447268164,0.614290198
P25205;P25205-2,P25205,DNA replication licensing factor MCM3,MCM3,,0.404557423,1.384992144,0.653680347,0.469443411,0.54533407,0.675192872,1.361087232,0.640462627,0.587513825,0.649182401,0.573305411,1.200544335,0.682672191,0.536366861,0.636542523,0.576024079,1.06163954,0.655977177,0.577504631,0.565513515,0.689134322,1.202065435,0.622174572,0.494704577,0.581690982,0.762785471,1.174461384,0.678993057,0.530664617,0.663493392
P33991,P33991,DNA replication licensing factor MCM4,MCM4,,0.343772645,1.250108801,0.572479146,0.485124582,0.581115406,0.606093762,1.250863045,0.583738995,0.541848725,0.645369111,0.516811165,1.101045695,0.595532539,0.472315998,0.571987039,0.492484903,1.030670449,0.565583189,0.476890052,0.517556203,0.583198292,0.947299328,0.571570113,0.411344819,0.551415652,0.642990085,0.971140219,0.546193709,0.418960625,0.602178285
P33992,P33992,DNA replication licensing factor MCM5,MCM5,,0.44103403,1.592546969,0.814040707,0.50366927,0.540438064,0.694441033,1.619523244,0.623764313,0.574296133,0.643051033,0.607903192,1.460392494,0.768430865,0.561246338,0.57880859,0.614504423,1.182290578,0.818934661,0.587549622,0.512062502,0.748381001,1.268404393,0.70444009,0.539181905,0.598608115,0.671575226,1.31430821,0.709964902,0.533818692,0.610768211
Q14566,Q14566,DNA replication licensing factor MCM6,MCM6,,0.249309427,1.014509217,0.489836503,0.383612247,0.555199706,0.486920406,1.176320493,0.520467231,0.526933649,0.648510058,0.356837359,0.905457671,0.545347834,0.428980519,0.591874483,0.396538039,0.777392862,0.535760041,0.436686565,0.51878328,0.409046061,0.724667065,0.47603978,0.370630307,0.486879472,0.461775275,0.794302484,0.485273245,0.42360695,0.733119457
P33993;P33993-3,P33993,DNA replication licensing factor MCM7,MCM7,,0.263587249,1.013122469,0.594527861,0.45029131,0.609325726,0.490694117,1.159905577,0.557097647,0.52390026,0.71542325,0.421994693,0.918894141,0.613996202,0.52522758,0.605189626,0.363099509,0.800029864,0.49724618,0.517716941,0.547692758,0.475755383,0.896611579,0.499759695,0.366895677,0.545431277,0.4876213,0.94023334,0.533705949,0.466316968,0.69676047
Q9BTE3;Q9BTE3-2;Q9BTE3-3,Q9BTE3,Mini-chromosome maintenance complex-binding protein,MCMBP,,0.765736097,0.829319387,0.592178846,0.477711665,0.70754034,0.619402235,0.747690586,0.372242361,0.389226541,0.579359066,0.637521402,0.642902163,0.452532367,0.454004492,0.647273347,0.618530254,0.716962819,0.501591536,0.532607992,0.611557037,0.70716904,0.751316423,0.556693408,0.352394039,0.562933441,0.624612251,0.726862787,0.505033612,0.445595035,0.758308052
Q6DN12;Q6DN12-2;Q6DN12-3;Q6DN12-4,Q6DN12,Multiple C2 and transmembrane domain-containing protein 2,MCTP2,,1.318395431,0.962815983,0.938164831,1.788273212,2.49315909,1.199772238,0.974006304,0.842752748,1.368310391,2.302323598,1.211904583,0.937301246,1.09656482,1.973018771,2.620131446,1.196548199,0.946662685,1.019151269,1.736583645,2.073759696,1.125447729,0.920022755,0.991504307,2.101821513,2.554389557,0.89608915,0.887323742,0.970623508,1.848581797,2.359265846
Q9ULC4;Q9ULC4-3;Q9ULC4-2,Q9ULC4,Malignant T-cell-amplified sequence 1,MCTS1,,1.972348379,2.533617567,0.936229563,0.638948804,0.578648997,1.946140878,2.546017711,1.009390644,0.568634537,0.486786451,2.2728668,2.411975362,0.904733299,0.595005714,0.57366619,2.146390404,2.419889503,0.944553775,0.596606581,0.523331344,2.368192881,2.468019312,0.888550409,0.620385442,0.556339659,2.504067705,2.466967289,0.902573469,0.551725697,0.514488963
Q8NE86;Q8NE86-3;Q8NE86-2,Q8NE86,"Calcium uniporter protein, mitochondrial",MCU,,0.672262999,0.829098098,10.94200868,13.66307177,24.23461562,0.508345708,0.857014204,8.296794982,20.49125574,16.3419517,0.479921418,0.866065034,11.47605731,31.39884666,14.02746986,0.551602395,0.91667911,8.345990781,21.62966448,22.35531189,0.438597645,0.805373631,9.617804725,43.50209633,17.6545151,0.449741891,0.76708897,7.551518886,17.03313474,19.74288338
Q14676;Q14676-2;Q14676-3,Q14676,Mediator of DNA damage checkpoint protein 1,MDC1,,0.334144084,4.445264035,1.524190858,0.97613735,1.021952267,0.799401565,6.966719882,2.2155475,1.450660885,1.317190409,0.600181447,4.854891849,1.300590368,0.947732079,0.769470936,0.366731647,2.631178139,1.242745632,0.732896168,0.691846131,0.796888174,4.602593462,1.475692262,1.137258218,0.940485332,0.809947442,3.476343855,1.365731827,0.884667126,0.819204705
P40925;P40925-3;P40925-2,P40925,"Malate dehydrogenase, cytoplasmic",MDH1,,0.770098366,0.700396108,0.502582583,0.552584604,1.076078287,0.623522056,0.616453123,0.418838828,0.602352245,0.995760224,0.67452029,0.630339493,0.505603314,0.571925861,1.039105852,0.728040487,0.69855159,0.592619497,0.704078572,1.219083858,0.612582445,0.570751346,0.465910015,0.444406863,0.918473558,0.684767468,0.644263116,0.516355114,0.545541902,1.100998477
Q9NU22,Q9NU22,Midasin,MDN1,,0.839005001,3.206927837,0.990617284,0.659625635,0.437020676,1.484140364,2.844297079,1.266471028,0.628721925,0.464478708,1.525249149,2.352098553,0.889349215,0.595833279,0.422070341,1.34605005,2.395251605,0.908470144,0.570741318,0.360557926,1.899625074,2.835596657,1.01158638,0.720290315,0.50356503,1.463320418,2.452222461,1.052767662,0.692336389,0.487184852
P48163;P48163-2,P48163,NADP-dependent malic enzyme,ME1,,1.121906771,1.437039441,0.804791458,0.580451221,0.58260016,0.727991336,1.210869595,0.542597388,0.633277484,0.487468829,1.302573687,1.596619396,0.916637321,0.819236276,0.703105117,1.231498003,1.438031955,0.858452313,0.795248037,0.673597586,1.122003432,1.154134516,0.788835077,0.589465525,0.592063086,0.966732608,1.281182449,0.600457701,0.588206699,0.559077542
Q96RN5;Q96RN5-3;Q96RN5-2,Q96RN5,Mediator of RNA polymerase II transcription subunit 15,MED15,,1.485180482,1.909433573,1.219446113,0.743969257,0.837867354,1.679636473,1.944137432,1.276137868,0.817536713,0.932048188,1.366585038,1.591605787,0.849162783,0.759874946,0.917472353,1.62874723,1.593698671,0.881750822,0.671167701,0.721295973,1.132838614,1.460390624,0.80519058,0.733608146,0.908662108,1.459223449,1.974089185,1.049191871,0.791164068,0.945926468
Q9H1U4,Q9H1U4,Multiple epidermal growth factor-like domains protein 9,MEGF9,,1.314162308,1.185300474,1.039225893,1.150328499,2.429228787,1.092221465,1.245227667,0.917647736,1.030279138,2.017330396,1.26090901,1.25239937,0.862834455,1.243645487,2.411155859,1.089247728,1.298536658,0.913753252,1.098444438,2.256582873,1.113751472,1.101871435,0.605390218,1.291096783,2.230428901,1.171030915,1.168434615,0.818899977,1.383044869,1.823180017
Q14680;Q14680-8;Q14680-7;Q14680-2;Q14680-6;Q14680-5;Q14680-4;Q14680-3,Q14680,Maternal embryonic leucine zipper kinase,MELK,,3.580217683,2.552353414,1.108321655,0.654828313,0.548512179,1.731552916,2.585178818,1.120444214,0.677497071,0.575917071,3.160730974,2.40567254,0.99607112,0.673374755,0.590208451,2.776172666,2.278781544,1.061033112,0.613626606,0.568080244,2.910071577,2.163601091,0.860068764,0.658337737,0.559764525,3.135235108,2.583208074,0.884045374,0.582949908,0.538259465
Q7L2J0,Q7L2J0,7SK snRNA methylphosphate capping enzyme,MEPCE,,3.45221952,3.002898893,0.881281281,0.571178877,0.397545862,3.036386169,3.520269625,1.083399505,0.530262711,0.402934226,3.648046712,2.934679845,0.843942689,0.513549726,0.416783639,3.570417124,3.107062864,0.931610159,0.4947452,0.355874771,4.068096608,3.502486982,0.939006987,0.588760878,0.469157922,4.408104976,3.357239997,1.043789678,0.617203839,0.50369053
Q14696,Q14696,LDLR chaperone MESD,MESDC2,,1.767867008,0.762091629,0.899165832,2.903805628,9.506595497,1.44584501,0.758279095,0.750710628,2.279203215,7.71799722,1.320240929,0.641183212,1.124861039,4.358243462,11.30330976,1.401802099,0.749514708,0.989460198,3.491516452,6.911706762,1.180400997,0.643872982,1.061924655,4.046083923,11.34435141,1.168689789,0.668670818,1.04896082,3.45501204,8.10138206
P53582,P53582,Methionine aminopeptidase 1,METAP1,,4.08474856,4.155669807,0.907427427,0.534424197,0.490668139,4.149072761,4.485788748,0.988112089,0.457483273,0.482451343,4.728545215,3.469989973,0.847878474,0.541082664,0.545999554,4.749338024,3.990592803,0.922681706,0.504519658,0.509270621,4.534152948,3.713260499,0.780065806,0.516717754,0.54136044,4.801882265,3.750196836,0.790370672,0.465966515,0.447757204
P50579;P50579-3,P50579,Methionine aminopeptidase 2,METAP2,,3.180869153,2.92293961,0.967420754,0.65175406,0.504423584,2.648855047,2.930942732,1.056965303,0.546973729,0.405242269,2.994699827,2.731700329,0.89501122,0.589436074,0.489747996,2.972765314,2.796923996,0.963599382,0.553897727,0.440959597,3.239073628,2.898901644,0.895234574,0.603304795,0.499579509,3.164499175,3.05704674,0.887665174,0.542093899,0.441654752
Q8N6R0;Q8N6R0-3;Q8N6R0-4;Q8N6R0-1;Q8N6R0-2,Q8N6R0,Methyltransferase-like protein 13,METTL13,,3.316903076,3.238055898,0.883203203,0.592723441,0.541984171,2.90519946,3.024274428,1.022509926,0.527043157,0.535506239,3.153091085,3.147686578,0.861867771,0.600798665,0.58395099,2.847291454,2.810810811,0.890203796,0.513905961,0.498485855,3.319799322,3.113175897,0.81286554,0.554458655,0.53972723,2.869985602,2.900579772,0.789424463,0.526493098,0.495519057
A6NJ78;A6NJ78-2,A6NJ78,Probable methyltransferase-like protein 15,METTL15,,0.671387675,0.869844876,12.14801468,8.781207388,8.913798393,0.504549667,0.889489268,12.6255826,7.870057054,23.8721946,0.501081181,0.900171895,15.52632487,14.38123136,18.43786485,0.54252205,0.926803046,10.48485729,11.86108742,16.40004953,0.496193933,0.881689689,13.24011978,193.3692703,19.29625702,0.524096033,0.912146589,10.37496287,14.03393739,17.99467634
Q86W50,Q86W50,Methyltransferase-like protein 16,METTL16,,4.393694799,3.451526529,0.951151151,0.650192141,0.450702497,3.238357877,2.48406948,1.03195811,0.53354797,0.405282409,3.121576546,2.863056869,0.870554117,0.609639156,0.396017264,2.909139399,3.357324175,1.012930408,0.614179434,0.401265353,3.937619967,2.752600026,0.847750379,0.505372935,0.477884627,4.223390184,2.676973731,0.844249579,0.563143674,0.448012926
Q6P1Q9;Q6P1Q9-2,Q6P1Q9,Methyltransferase-like protein 2B,METTL2B,,1.424969687,2.036748814,1.045792459,0.783079212,0.860052764,1.034633291,1.724726077,0.999539674,0.690232925,0.646212049,1.388549717,2.001002722,0.970440186,0.810881816,0.671319314,1.263869751,1.73988353,1.108250895,0.923856853,0.807720452,1.152260618,1.599982496,0.950955673,0.68004087,0.722524894,1.215980522,1.570109513,0.914159029,0.719377777,0.641617556
Q86U44,Q86U44,N6-adenosine-methyltransferase 70 kDa subunit,METTL3,,1.365390272,1.85455377,0.944104104,0.647502169,0.796257439,1.377404624,1.630029883,0.97961908,0.673708072,0.604707405,1.30427902,1.730840854,0.971558778,0.646170216,0.639953299,1.556358464,1.666119158,0.924253431,0.740706325,0.575026174,1.400919675,1.763496069,0.782772006,0.591804954,0.6596463,1.428671763,1.470331401,0.878632178,0.734955967,0.604723879
Q9H8H3,Q9H8H3,Methyltransferase-like protein 7A,METTL7A,,1.337207717,0.717715702,0.809329329,2.110078096,5.398736119,1.314769949,0.81202669,0.786098164,1.974440685,5.986462823,1.234360398,0.708207993,0.967940618,2.821732106,6.794527017,1.491843564,0.875212782,0.910807919,1.67142059,7.165114996,0.950912798,0.697332147,0.903634145,2.516154036,6.936877643,1.096290487,0.968434615,0.869709206,2.628847915,5.753972405
P26572,P26572,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT1,,0.592421992,0.933768044,4.821755088,7.214825834,4.672433892,0.418368372,0.974620328,3.49191553,6.952155677,5.392894236,0.546784084,1.046483312,4.277023994,5.558474654,3.868999987,0.604230298,0.975810064,2.720404686,6.411150645,3.344290716,0.463126297,1.085286696,4.00029576,6.049254836,5.54998964,0.43834061,0.947262186,3.613858663,5.354013815,3.783054945
Q9BQP7,Q9BQP7,Mitochondrial genome maintenance exonuclease 1,MGME1,,0.66355281,0.800640264,14.08341675,19.32192885,30.60923983,0.469492112,0.858133093,12.13993901,4.064741505,18.88280658,0.489443993,0.861638734,14.46573451,15.55427115,13.11810466,0.554434447,0.854442288,11.5936497,12.47154998,15.08178635,0.41451149,0.808480534,13.70032164,9.777542895,15.23760771,0.488323637,0.862944671,9.29375392,14.99937823,14.8702212
P10620;P10620-2,P10620,Microsomal glutathione S-transferase 1,MGST1,,1.412413813,0.892844234,1.066306306,2.931449114,8.886189337,1.086806525,0.789880879,0.859727257,2.472485956,7.884076005,0.998683484,0.738017476,1.220383221,3.63051217,12.12950452,1.070413949,0.816275944,1.020881487,3.549034022,5.937137646,0.884167599,0.715886051,1.152900292,4.146848466,13.10834034,0.951913285,0.727521294,1.197504649,3.6648315,8.848438354
O14880,O14880,Microsomal glutathione S-transferase 3,MGST3,,0.573724503,0.802086023,5.938471805,18.58063716,26.87649549,0.504482678,0.879514784,6.410150181,12.68329008,15.39364686,0.505051194,0.867884257,8.231727948,24.89392725,32.47976492,0.575846282,0.994624459,6.963533343,17.33054959,24.86012451,0.460949693,0.909680995,7.918370365,21.16337244,30.08519507,0.498542649,0.868642187,6.978842324,18.1048419,21.48179145
Q86YT6,Q86YT6,E3 ubiquitin-protein ligase MIB1,MIB1,,2.113691642,1.550501958,0.838758759,0.697607537,0.486581999,1.610749495,1.73100277,1.039162207,0.681176561,0.46224091,1.582002606,1.660220599,0.839026411,0.628568051,0.54707526,1.664179626,1.579513215,0.999907546,0.711088893,0.49081944,1.560816346,1.726738335,0.933224888,0.721460029,0.571160432,1.76602793,1.566530671,0.948079526,0.736482133,0.52085876
Q29983,Q29983,MHC class I polypeptide-related sequence A,MICA,,0.873831407,0.903038305,1.009676343,1.67980662,4.743113074,0.651188496,0.657197047,0.843523793,1.603644447,3.270698384,0.806267437,0.845308695,0.846704644,2.01085029,3.207571921,0.771054654,0.805106764,0.82178754,1.396771253,3.558297403,0.77033839,0.899412168,0.937735221,2.190747983,6.119541239,0.744969507,0.826626584,0.903915765,1.80426648,4.357615278
O94851;O94851-5;O94851-6;O94851-4;O94851-3;O94851-2,O94851,Protein-methionine sulfoxide oxidase MICAL2,MICAL2,,1.31074711,0.789782325,0.80956957,1.826453452,2.867537886,1.029285339,0.675713292,0.640117383,1.414742052,3.848311365,1.181699739,0.929451368,0.990422924,1.49342546,3.497225465,1.26159649,0.874003285,0.869203439,2.052518599,3.144243434,0.979962089,0.805227767,1.054205331,1.962442307,3.747242434,0.925798031,0.803750626,0.918758046,2.073097663,3.042275459
Q8N3F8,Q8N3F8,MICAL-like protein 1,MICALL1,,1.539708847,1.022888713,0.684497831,0.796095203,0.62893429,0.988187614,1.062835155,0.740733069,0.62917091,0.777961195,1.187716151,1.392078499,0.770737096,0.659253616,0.72212675,1.140872348,1.069419143,0.817930871,0.8020584,0.672640692,1.191499285,1.142173666,0.725586898,0.63454885,0.721501091,1.197602688,1.328752416,0.910297176,0.881852199,0.748393021
