Lead gene name,Lead ID,Protein names,Majority protein IDs,Organellar markers,Profiled in how many +EGF Maps,Log2 Ratio H/L EGF1_03K,Log2 Ratio H/L EGF1_06K,Log2 Ratio H/L EGF1_12K,Log2 Ratio H/L EGF1_24K,Log2 Ratio H/L EGF1_80K,Log2 Ratio H/L EGF2_03K,Log2 Ratio H/L EGF2_06K,Log2 Ratio H/L EGF2_12K,Log2 Ratio H/L EGF2_24K,Log2 Ratio H/L EGF2_80K,Log2 Ratio H/L EGF3_03K,Log2 Ratio H/L EGF3_06K,Log2 Ratio H/L EGF3_12K,Log2 Ratio H/L EGF3_24K,Log2 Ratio H/L EGF3_80K
MOSPD2,Q8NHP6,Motile sperm domain-containing protein 2,Q8NHP6;Q8NHP6-2,,3,0.197865391,-0.685547086,-0.81827406,0.677981734,2.620046765,0.300768033,-0.574476243,-0.443457773,1.000721167,2.772223506,0.761455493,-0.491023785,-0.612394824,0.953227984,3.10614728
MOV10,Q9HCE1,Putative helicase MOV-10,Q9HCE1;Q9HCE1-2,,3,1.845750967,1.286171451,-0.03119407,-0.852380697,-1.037917453,1.949983079,1.23431737,0.058524312,-0.833875892,-1.064555339,1.804012244,1.019203734,-0.079813429,-0.973242426,-1.347105134
MP68,P56378,6.8 kDa mitochondrial proteolipid,P56378;P56378-2,,3,-1.177457466,-0.724134745,2.878823414,4.738929928,4.786073552,-1.126611997,-0.612880135,3.289200012,5.161565256,5.625913363,-0.975737065,-0.362399027,3.176817417,4.718964336,4.330701802
MPC2,O95563,Mitochondrial pyruvate carrier 2,O95563,,1,,,,,,-1.199321632,-0.716007132,1.96502696,2.772202387,3.678635348,,,,,
MPDU1,O75352,Mannose-P-dolichol utilization defect 1 protein,O75352;O75352-2,,2,0.455228571,-0.936938908,-0.814285659,0.748976389,2.794207895,0.42921423,-0.650317681,-0.378700629,1.45143533,3.320455795,,,,,
MPG,P29372,DNA-3-methyladenine glycosylase,P29372;P29372-5;P29372-4;P29372-2,,3,0.406754337,1.066743638,-0.440811686,-0.973015854,-1.203501917,1.080180097,1.242754922,-0.255511644,-0.848400918,-1.084762121,-0.697218893,0.204015477,-0.683460322,-1.228266514,-1.799470537
MPP6,Q9NZW5,MAGUK p55 subfamily member 6,Q9NZW5,,3,-0.803821044,-0.484994084,-0.176853926,0.787348876,2.610652822,-0.551268166,-0.219454721,0.267595722,1.241962182,2.1792881,-0.467952402,-0.428993125,0.212133508,0.890018587,2.298834243
MPP7,Q5T2T1,MAGUK p55 subfamily member 7,Q5T2T1;Q5T2T1-2,,3,-0.725207584,-0.389715706,-0.199884933,0.943958823,2.095553152,-0.485559561,-0.188315253,0.318692833,1.18148425,2.511670438,-0.384357711,-0.501054763,-0.03033927,1.007769594,2.648212316
MPRIP,Q6WCQ1-2,Myosin phosphatase Rho-interacting protein,Q6WCQ1-2;Q6WCQ1;Q6WCQ1-3,Actin binding proteins,3,-1.258149065,-0.135126479,0.643209718,0.747774072,1.10272531,-0.932361283,0.217602977,0.788685711,1.39533705,1.593258146,-0.974489206,-0.153606979,0.835358201,1.40990682,1.525818322
MPST,P25325,3-mercaptopyruvate sulfurtransferase,P25325;P25325-2,,3,-1.379169642,-0.803795859,1.975300012,3.472487771,2.613885211,-1.17696809,-0.735331466,2.008415176,2.375234095,2.931909938,-0.85595363,-0.339856315,2.126906797,2.406346185,3.575675379
MPZL1,O95297,Myelin protein zero-like protein 1,O95297;O95297-2;O95297-4,,3,-0.321098784,-0.465759068,-0.625177511,0.464877338,2.471707725,-0.033067556,-0.267704748,-0.235840713,0.850799423,2.611290435,-0.119447683,-0.581626522,-0.530155691,0.399225792,2.099867455
MRC2,Q9UBG0,C-type mannose receptor 2,Q9UBG0,,3,0.466026688,0.017494379,-0.870123539,-0.519052474,0.32998465,0.639510023,0.079019633,-0.703665943,-0.507500721,0.415650514,0.578214165,-0.110915901,-0.682858041,-0.468311629,0.337996464
MRE11A,P49959,Double-strand break repair protein MRE11A,P49959;P49959-3;P49959-2,,2,-1.223306418,0.887213303,-0.57359568,-0.802662981,-1.581777663,,,,,,-1.027439676,0.061983516,0.008343459,-1.055561308,-1.606166483
MRI1,Q9BV20,Methylthioribose-1-phosphate isomerase,Q9BV20;Q9BV20-2,,1,,,,,,,,,,,-1.26143102,-0.606056683,-0.480236701,-0.910718812,0.522256668
MRM1,Q6IN84,"rRNA methyltransferase 1, mitochondrial",Q6IN84,,1,,,,,,-1.18232763,-0.679965964,2.968957031,2.991154465,4.772783023,,,,,
MRPL1,Q9BYD6,"39S ribosomal protein L1, mitochondrial",Q9BYD6,Mitochondrion,2,-1.218497598,-0.731709344,2.67425725,5.351592996,3.799398198,,,,,,-0.714822711,-0.246019009,3.555816155,2.87737126,4.069358463
MRPL10,Q7Z7H8,"39S ribosomal protein L10, mitochondrial",Q7Z7H8;Q7Z7H8-2,Mitochondrion,2,,,,,,-1.072664809,-0.605683426,1.427069755,4.356988892,3.90371317,-0.931095351,-0.533054491,3.22342255,2.235390085,5.757530022
MRPL11,Q9Y3B7,"39S ribosomal protein L11, mitochondrial",Q9Y3B7;Q9Y3B7-2;Q9Y3B7-3,Mitochondrion,3,-1.174198094,-0.729602625,2.60376282,5.359099433,3.530195624,-1.101226678,-0.768862551,3.024106877,4.52994585,4.816906848,-0.92190941,-0.440087309,3.309132522,4.467018572,4.711054322
MRPL12,P52815,"39S ribosomal protein L12, mitochondrial",P52815,,3,-1.041387432,-0.623665158,2.931002202,4.724159104,4.62871528,-1.153253971,-0.729770093,3.226046053,5.345254427,4.980345254,-0.818706587,-0.302386291,3.474176426,5.099337289,5.142617655
MRPL13,Q9BYD1,"39S ribosomal protein L13, mitochondrial",Q9BYD1,Mitochondrion,3,-1.202306314,-0.742410006,2.750520755,3.172455512,4.397323809,-1.18065881,-0.745502704,2.940467476,4.423847055,4.577851755,-0.937988844,-0.52901029,3.345112464,1.376679347,4.283699574
MRPL14,Q6P1L8,"39S ribosomal protein L14, mitochondrial",Q6P1L8,Mitochondrion,3,-1.244787661,-0.641626245,2.681561708,4.402108191,4.622110405,-1.141270987,-0.649955434,2.880626758,4.932769869,4.588744613,-1.020955115,-0.585214994,3.296648286,4.987593733,5.152832405
MRPL15,Q9P015,"39S ribosomal protein L15, mitochondrial",Q9P015,Mitochondrion,3,-1.229889838,-0.764910195,2.651958653,6.316308688,4.426667311,-1.158976918,-0.716860517,3.176274895,4.451343009,4.4903134,-0.89802727,-0.506414146,3.292973114,5.056236685,4.542010356
MRPL16,Q9NX20,"39S ribosomal protein L16, mitochondrial",Q9NX20,Mitochondrion,1,,,,,,,,,,,-1.01196615,-0.175761673,2.70617688,4.777893084,3.912266628
MRPL17,Q9NRX2,"39S ribosomal protein L17, mitochondrial",Q9NRX2,Mitochondrion,3,-1.251195309,-0.728574324,2.722116238,4.864829951,2.784650548,-1.191096043,-0.611997874,3.281713085,5.172967481,5.060523014,-1.097856941,-0.634016378,1.906929067,4.267910281,3.461135615
MRPL18,Q9H0U6,"39S ribosomal protein L18, mitochondrial",Q9H0U6,Mitochondrion,3,-1.323263205,-0.859613968,2.814222268,5.019123653,4.826345097,-1.254289378,-0.742699665,2.766213502,2.151111954,2.915520901,-1.286726499,-0.449335701,2.949366842,3.795351365,4.909437108
MRPL19,P49406,"39S ribosomal protein L19, mitochondrial",P49406,Mitochondrion,3,-1.224047661,-0.781727197,2.549373456,2.270857809,4.149421968,-1.082010752,-0.625177511,3.127666293,4.850449406,4.324666615,-0.937933565,-0.508916546,3.086308223,5.226200229,4.711660091
MRPL2,Q5T653,"39S ribosomal protein L2, mitochondrial",Q5T653,Mitochondrion,3,-1.214206753,-0.748165799,1.269212724,2.190330402,3.925904501,-1.079203655,-0.690288287,2.69634999,4.398418782,3.720716243,-0.854153018,-0.431714898,3.150348456,4.259799747,3.743299528
MRPL20,Q9BYC9,"39S ribosomal protein L20, mitochondrial",Q9BYC9,Mitochondrion,2,-1.426431576,-0.658219147,2.27464931,4.48058827,4.485555633,,,,,,-1.007202571,-0.568730069,3.482202926,4.752427481,4.6073895
MRPL21,Q7Z2W9,"39S ribosomal protein L21, mitochondrial",Q7Z2W9;Q7Z2W9-2,Mitochondrion,1,,,,,,-1.123245366,-0.659631433,2.884832328,5.094278303,4.002882509,,,,,
MRPL22,Q9NWU5,"39S ribosomal protein L22, mitochondrial",Q9NWU5;Q9NWU5-2;Q9NWU5-3,Mitochondrion,3,-1.175403203,-0.699231967,2.49057013,2.890115895,3.988775562,-1.142480741,-0.665477489,2.898150295,4.097189387,3.829951012,-0.993637339,-0.619403525,3.454833907,5.281401521,4.182056609
MRPL23,Q16540,"39S ribosomal protein L23, mitochondrial",Q16540,Mitochondrion,1,,,,,,-1.165887503,-0.726830279,2.970835253,4.560164669,4.554220457,,,,,
MRPL24,Q96A35,"39S ribosomal protein L24, mitochondrial",Q96A35,Mitochondrion,3,-1.187214291,-0.765474154,2.65209637,3.885671972,5.28514325,-1.22965299,-0.679989077,2.659719097,6.687480667,3.686052242,-0.943610694,-0.44844953,3.020839967,2.654160541,3.34070468
MRPL27,Q9P0M9,"39S ribosomal protein L27, mitochondrial",Q9P0M9,Mitochondrion,2,-1.282859907,-0.776799896,2.488463593,5.474176426,4.697217803,,,,,,-0.838357355,-0.463171238,3.249642541,3.459038103,3.717868313
MRPL28,Q13084,"39S ribosomal protein L28, mitochondrial",Q13084,Mitochondrion,1,,,,,,,,,,,-1.153606979,-0.48303682,2.19241513,4.751088752,4.526507064
MRPL3,P09001,"39S ribosomal protein L3, mitochondrial",P09001,Mitochondrion,3,-1.178861263,-0.714585944,2.843742705,4.540027269,3.878529177,-1.083508069,-0.674820851,2.972747788,4.486521314,4.384187989,-0.931838263,-0.540505429,3.037733627,4.436961338,4.503221508
MRPL30,Q8TCC3,"39S ribosomal protein L30, mitochondrial",Q8TCC3;Q8TCC3-2;Q8TCC3-3,Mitochondrion,3,-1.346774851,-0.96928255,2.632431091,4.059787883,3.832079853,-1.141780234,-0.706229313,3.087242177,5.687760584,5.470829669,-0.980283854,-0.53151052,3.252491353,4.473721982,5.076644601
MRPL32,Q9BYC8,"39S ribosomal protein L32, mitochondrial",Q9BYC8,Mitochondrion,1,-0.914194664,-0.461680368,2.574295308,1.396817103,2.013819539,,,,,,,,,,
MRPL37,Q9BZE1,"39S ribosomal protein L37, mitochondrial",Q9BZE1,Mitochondrion,3,-1.229585326,-0.792681843,2.612942196,4.002972494,2.642701572,-1.105659496,-0.72399176,2.857344079,3.611644543,4.717265145,-0.963475567,-0.443163524,3.042871929,5.043913141,4.048759312
MRPL38,Q96DV4,"39S ribosomal protein L38, mitochondrial",Q96DV4,Mitochondrion,3,-1.286128257,-0.851156982,2.430151436,3.43469494,2.79622395,-1.100762486,-0.785900069,3.149730864,2.819484259,3.084166339,-1.002367962,-0.505758496,3.310979884,5.090768763,3.099732828
MRPL39,Q9NYK5,"39S ribosomal protein L39, mitochondrial",Q9NYK5;Q9NYK5-2,Mitochondrion,3,-1.174035319,-0.723824962,2.779070571,3.17704075,3.691980751,-1.076067393,-0.669602227,3.062950609,5.178316272,4.958889063,-0.960356225,-0.485478765,3.229418727,4.64385619,4.113283764
MRPL4,Q9BYD3,"39S ribosomal protein L4, mitochondrial",Q9BYD3;Q9BYD3-2,Mitochondrion,3,-1.264755124,-0.796961763,2.503882968,4.068584831,2.603715352,-1.14353214,-0.641378686,3.102490171,4.744107263,4.3068455,-0.941309457,-0.394240193,3.193093596,5.837665774,3.890933022
MRPL44,Q9H9J2,"39S ribosomal protein L44, mitochondrial",Q9H9J2,Mitochondrion,3,-1.199122873,-0.753433818,2.709577381,4.898595342,4.867501151,-1.166049362,-0.743255007,3.17010132,5.357059293,4.062812492,-0.902847703,-0.470308964,3.028074025,5.426566683,4.22125843
MRPL45,Q9BRJ2,"39S ribosomal protein L45, mitochondrial",Q9BRJ2,Mitochondrion,3,-1.291592017,-0.661455782,2.747559267,1.494057132,3.211681972,-1.160911128,-0.731206325,3.043257003,3.635638321,3.834104404,-0.890652814,-0.455969701,3.044009349,5.912601966,4.920102707
MRPL46,Q9H2W6,"39S ribosomal protein L46, mitochondrial",Q9H2W6,Mitochondrion,3,-1.156980954,-0.636032786,2.841610891,4.544238074,4.032718001,-1.107430227,-0.685338273,3.202966171,3.3054015,3.508301872,-0.856998494,-0.374654689,3.304145941,5.34805533,4.489607157
MRPL47,Q9HD33,"39S ribosomal protein L47, mitochondrial",Q9HD33;Q9HD33-2;Q9HD33-3,Mitochondrion,2,-1.224047661,-0.648100343,2.61223453,4.607626221,4.447116296,-1.133337271,-0.795358434,3.64362534,4.622403296,5.239207075,,,,,
MRPL48,Q96GC5,"39S ribosomal protein L48, mitochondrial",Q96GC5;Q96GC5-3,Mitochondrion,2,,,,,,-1.189186758,-0.645186788,3.226123143,3.008952939,4.049804996,-0.987846139,-0.555693387,2.822077474,3.128210902,3.123285444
MRPL49,Q13405,"39S ribosomal protein L49, mitochondrial",Q13405,Mitochondrion,1,,,,,,,,,,,-0.926810441,-0.427944669,3.064900092,5.173407308,4.383013015
MRPL50,Q8N5N7,"39S ribosomal protein L50, mitochondrial",Q8N5N7;Q8N5N7-2,Mitochondrion,2,-1.256700472,-0.732979649,3.006298024,3.688627983,3.655008289,,,,,,-0.973355725,-0.478125101,3.352899737,4.478259986,3.515005916
MRPL53,Q96EL3,"39S ribosomal protein L53, mitochondrial",Q96EL3,Mitochondrion,2,-1.242191595,-0.743762246,2.847215235,3.827514198,4.461528559,,,,,,-1.103022963,-0.571042939,3.114949983,4.599912842,4.287250643
MRPL55,Q7Z7F7,"39S ribosomal protein L55, mitochondrial",Q7Z7F7;Q7Z7F7-2,Mitochondrion,1,-1.291274199,-0.708184297,2.612777105,2.135830339,4.514753498,,,,,,,,,,
MRPL9,Q9BYD2,"39S ribosomal protein L9, mitochondrial",Q9BYD2,Mitochondrion,3,-1.26600364,-0.729483018,2.642100805,-0.581496985,3.995846278,-1.070511962,-0.620290328,2.990537417,4.554957152,4.252249119,-0.871521819,-0.372467866,3.481040556,2.017316205,4.104085005
MRPS10,P82664,"28S ribosomal protein S10, mitochondrial",P82664,Mitochondrion,3,-1.055141554,-0.675719346,2.722291142,5.87063597,3.85698569,-1.128314032,-0.654739895,3.289568914,5.142699334,4.780362598,-0.928182424,-0.534767311,3.199766559,4.111198281,3.716112942
MRPS11,P82912,"28S ribosomal protein S11, mitochondrial",P82912;P82912-2,Mitochondrion,2,-1.258390639,-0.867541605,2.473631077,5.825912799,3.100321728,-1.125572852,-0.735691776,2.906371132,4.810905761,3.88869455,,,,,
MRPS16,Q9Y3D3,"28S ribosomal protein S16, mitochondrial",Q9Y3D3;Q9Y3D3-2,Mitochondrion,3,-1.082438398,-0.691965379,1.357608304,1.99613562,1.938699813,-1.081033751,-0.569457795,3.173303361,4.514437914,2.984133595,-0.870782936,-0.558112877,3.09614376,4.957589631,4.682404748
MRPS17,Q9Y2R5,"28S ribosomal protein S17, mitochondrial",Q9Y2R5,Mitochondrion,2,-1.297041096,-0.719471215,2.885183866,4.891078888,4.064796646,-1.0971469,-0.662163338,3.170758318,4.999052921,5.044874938,,,,,
MRPS18B,Q9Y676,"28S ribosomal protein S18b, mitochondrial",Q9Y676,Mitochondrion,3,-1.132198401,-0.700450538,2.492699229,3.877449792,3.873419503,-1.13637866,-0.687474224,2.813032078,3.789416268,3.420617139,-0.912835912,-0.474612622,2.755186697,4.127055426,4.193929406
MRPS2,Q9Y399,"28S ribosomal protein S2, mitochondrial",Q9Y399,Mitochondrion,3,-1.239225506,-0.755526938,2.589068334,4.70010675,4.071762669,-1.111632753,-0.738312738,3.009239665,4.655122811,4.224812058,-1.039221423,-0.59400764,3.05264195,4.817572097,4.662262477
MRPS22,P82650,"28S ribosomal protein S22, mitochondrial",P82650,Mitochondrion,3,-1.232735057,-0.720992343,2.904387754,5.004995689,4.649040566,-1.195186458,-0.720968563,3.284899037,5.024984485,2.649983271,-1.02991206,-0.603840511,3.288860539,3.883425316,4.851848965
MRPS23,Q9Y3D9,"28S ribosomal protein S23, mitochondrial",Q9Y3D9,Mitochondrion,3,-1.247833741,-0.672611552,2.781149852,3.728029333,3.011817633,-1.177457466,-0.765523205,3.127996384,4.4978678,4.442412752,-1.041832905,-0.605881021,2.980555471,3.060289542,4.652887984
MRPS24,Q96EL2,"28S ribosomal protein S24, mitochondrial",Q96EL2,Mitochondrion,1,,,,,,-0.992316505,-0.597976423,3.156655489,3.970577602,3.169427988,,,,,
MRPS25,P82663,"28S ribosomal protein S25, mitochondrial",P82663;P82663-2,Mitochondrion,3,-1.307679937,-0.674383325,2.660791741,4.257010618,5.248648681,-1.227421756,-0.760553075,3.238756294,5.218664942,5.963196656,-1.00101024,-0.535896376,2.962734091,3.939978765,3.74910515
MRPS26,Q9BYN8,"28S ribosomal protein S26, mitochondrial",Q9BYN8,Mitochondrion,3,-1.31620475,-0.798842934,2.967519092,2.888947768,2.93738206,-1.175761673,-0.739757504,1.65608444,5.694824489,4.998556583,-1.000259708,-0.496610554,2.966061256,1.716595882,0.726656863
MRPS27,Q92552,"28S ribosomal protein S27, mitochondrial",Q92552;Q92552-2,Mitochondrion,3,-1.211364398,-0.720184044,2.830397315,4.318389155,4.358044548,-1.158332757,-0.704958817,3.159193212,4.998240643,4.951541171,-1.040942096,-0.616149199,3.054119133,4.754727194,4.828428485
MRPS28,Q9Y2Q9,"28S ribosomal protein S28, mitochondrial",Q9Y2Q9,Mitochondrion,3,-1.269407863,-0.698365532,2.885437702,4.732214921,4.306699707,-1.095697033,-0.723396141,3.228987957,4.19093086,5.059441809,-1.151842803,-0.559940796,3.267370995,4.547511524,4.804053559
MRPS30,Q9NP92,"28S ribosomal protein S30, mitochondrial",Q9NP92,Mitochondrion,3,-1.253257284,-0.762632081,2.749512815,4.485040339,5.066691982,-1.024589921,-0.758477061,2.780394096,3.836328134,3.107269394,-0.990710164,-0.593637487,3.226215645,3.998376054,4.118359726
MRPS31,Q92665,"28S ribosomal protein S31, mitochondrial",Q92665,Mitochondrion,3,-1.208094266,-0.742023884,2.660129991,3.963289151,3.262808967,-1.183080868,-0.684086035,3.079497584,3.334282225,4.095080492,-0.779521449,-0.360749311,3.426398953,5.293260115,4.95079499
MRPS34,P82930,"28S ribosomal protein S34, mitochondrial",P82930,Mitochondrion,2,-1.248382034,-0.890679562,2.64579387,4.839556544,3.998014929,-1.307679937,-0.807326068,3.225799339,3.812087435,5.88501299,,,,,
MRPS35,P82673,"28S ribosomal protein S35, mitochondrial",P82673;P82673-2,Mitochondrion,3,-1.209695037,-0.665271561,2.618191662,4.747924416,3.994398697,-1.211798749,-0.716670832,3.133596404,4.562730873,4.883669687,-1.025294491,-0.523753126,3.168208777,3.24011585,3.074659562
MRPS36,P82909,"28S ribosomal protein S36, mitochondrial",P82909,Mitochondrion,3,-1.253704434,-0.742578966,2.593162515,3.99113632,1.460532893,-1.142639995,-0.804602003,2.966098181,3.739956085,3.854693878,-0.884780271,-0.390850227,4.108608089,4.553667688,3.9347052
MRPS5,P82675,"28S ribosomal protein S5, mitochondrial",P82675,Mitochondrion,3,-1.289157207,-0.726806403,2.549373456,2.769898657,3.23382672,-1.226037423,-0.673876882,3.381560255,3.049735307,1.895806701,-0.873793614,-0.52002448,3.164335768,2.911787439,4.693988677
MRPS7,Q9Y2R9,"28S ribosomal protein S7, mitochondrial",Q9Y2R9,Mitochondrion,3,-1.186688755,-0.630751298,2.809167457,4.88450024,4.409187247,-1.144935199,-0.722062848,3.291824542,4.843732657,4.411629619,-1.069694116,-0.667446726,3.034479857,4.260402093,4.668856626
MRPS9,P82933,"28S ribosomal protein S9, mitochondrial",P82933,Mitochondrion,3,-1.256666,-0.761188688,2.6991296,5.036371454,3.847495884,-1.09434103,-0.668363567,3.203420442,3.987957476,1.850199342,-0.996225082,-0.552558335,3.241687671,4.826446796,4.891419187
MRRF,Q96E11,"Ribosome-recycling factor, mitochondrial",Q96E11;Q96E11-3;Q96E11-8;Q96E11-2,,3,-1.213704754,-0.648281223,2.76994096,3.531693361,4.008809555,-0.986759298,-0.742723805,2.826111164,5.123542049,3.284217983,-0.806568867,-0.396916121,3.094050231,3.127253573,3.577730931
MRTO4,Q9UKD2,mRNA turnover protein 4 homolog,Q9UKD2,,3,-0.0313415,1.138814469,0.261109529,-0.394922937,-1.401063166,0.410558198,1.353379756,0.489131853,-0.287606717,-1.26409662,0.29172142,1.093019233,0.320773477,-0.496976989,-1.470448881
MSH2,P43246,DNA mismatch repair protein Msh2,P43246;P43246-2,,3,-0.215345264,0.96731619,0.158724796,-0.637064484,-1.185671073,0.367147375,1.59454855,0.255319441,-0.68693994,-1.195186458,0.004896843,0.316493338,0.187641078,-0.474111536,-1.116911007
MSH3,P20585,DNA mismatch repair protein Msh3,P20585,,1,,,,,,0.942533272,2.183295942,0.042644337,-0.607067159,-1.107430227,,,,,
MSH6,P52701,DNA mismatch repair protein Msh6,P52701;P52701-3;P52701-2,,3,-0.39515059,0.55875743,0.040120917,-0.586969242,-1.180691513,0.176578094,1.110095929,0.337539842,-0.608276265,-1.091540605,-0.28315832,0.475914972,0.085288675,-0.456603104,-1.029293567
MSI2,Q96DH6,RNA-binding protein Musashi homolog 2,Q96DH6,,3,2.016104036,1.323773564,-0.163526432,-1.010337793,-0.862680104,2.009203827,1.272501021,-0.098551885,-1.016687129,-0.97066727,2.1091265,1.252233978,-0.106668857,-1.019872307,-1.122993971
MSLN,Q13421-4,Mesothelin,Q13421-4;Q13421-3;Q13421-2;Q13421,,3,-0.110464156,-0.631131099,-0.606210406,0.383939251,1.537594268,-0.1143944,-0.53545719,-0.386034661,0.568810415,1.31016559,-1.053463758,-1.49451552,-1.488268848,-0.385035793,0.977023422
MSMO1,Q15800,Methylsterol monooxygenase 1,Q15800;Q15800-2,,1,0.28475101,-0.6140058,-0.53380621,1.081884967,2.81770511,,,,,,,,,,
MSN,P26038,Moesin,P26038,,3,-0.376769899,-0.569607666,-0.806594101,0.232660757,1.746484762,-0.085358943,-0.271008538,-0.182655076,0.736648166,1.985719004,-0.048904626,-0.42550123,-0.53380621,0.354339313,1.717034778
MT2A,P02795,Metallothionein-2,P02795;P80297;P13640;P13640-2,,2,-1.544813521,-1.278408601,-1.84881659,-1.719423705,-0.991111582,,,,,,-1.190536163,-0.881215037,-1.416346136,-1.721705924,-0.653831669
MTAP,Q13126,S-methyl-5-thioadenosine phosphorylase,Q13126;Q13126-4;Q13126-3;Q13126-2;Q13126-7;Q13126-6;Q13126-5,,2,-1.726901911,-1.114534964,-1.711086321,-1.219605904,-1.045610102,-1.843681054,-1.088346763,-1.783240952,-1.51622291,-0.92248353,,,,,
MTCH2,Q9Y6C9,Mitochondrial carrier homolog 2,Q9Y6C9,Mitochondrion,3,-1.209795144,-0.759697884,2.482719235,4.415217825,4.296604239,-1.100051014,-0.72161076,2.720519259,4.666074843,5.22550631,-0.814234923,-0.475555134,2.877135638,3.810751559,4.720114264
MTCL1,Q9Y4B5,Microtubule cross-linking factor 1,Q9Y4B5;Q9Y4B5-2;Q9Y4B5-3,,1,1.245617353,1.930775178,0.339137385,-0.377650591,-0.877234528,,,,,,,,,,
MT-CO2,P00403,Cytochrome c oxidase subunit 2,P00403,Mitochondrion,3,-1.253738836,-0.655898714,2.596243437,5.200967245,3.717100601,-1.179383954,-0.694227881,3.02446153,4.89917563,4.635580282,-0.732044788,-0.281246036,3.218889637,4.871646546,5.272396509
MTDH,Q86UE4,Protein LYRIC,Q86UE4,,3,0.316377482,-0.868673925,-0.723419961,1.616169466,4.055282436,0.398131432,-0.856763334,-0.449611509,1.826029786,4.455557376,0.25664839,-1.129386714,-0.998903968,1.240192191,3.845389686
MTERF3,Q96E29-3,"Transcription termination factor 3, mitochondrial",Q96E29-3;Q96E29-2;Q96E29,,2,-1.227962345,-0.674383325,2.876801774,3.693654217,3.872730279,,,,,,-0.901472642,-0.478788414,2.856746714,3.879705766,3.436028546
MTFP1,Q9UDX5,Mitochondrial fission process protein 1,Q9UDX5,,1,,,,,,,,,,,-0.992833209,-0.493783993,2.559638645,2.43469494,4.166715445
MTHFD1,P11586,"C-1-tetrahydrofolate synthase, cytoplasmic",P11586,,3,2.16282231,1.491340047,-0.207494434,-1.026410765,-0.980796266,2.169315735,1.411480481,-0.138203401,-1.039251073,-1.164593287,1.98006187,1.16304782,-0.258425153,-1.150753299,-1.526867709
MTHFD1L,Q6UB35,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",Q6UB35,Mitochondrion,3,-1.148193002,-0.712125863,2.617251458,3.951867504,3.651568385,-1.069694116,-0.685059904,2.846754051,3.92808602,3.83673208,-1.027322049,-0.597998259,3.02453245,3.983951252,3.630521963
MTHFD2,P13995,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",P13995;P13995-2,,3,-1.180756922,-0.692827977,2.669117498,4.58658462,5.159952045,-1.044092087,-0.659813764,3.173575207,4.64021601,4.952333566,-1.070875598,-0.621266441,3.008379317,4.067724753,4.632442725
